theme_instance_id,run_id,snapshot_id,trade_date,timestamp,theme_path_id,members_json,member_count,source_layers_json,consensus_score,structure_score,cross_layer_consensus_score,flow_support_score,dtw_flow_support_score,volume_support_score,large_trade_support_score,stability_score,semantic_coherence_score,theme_quality_score,theme_quality_breakdown_json,keep_status,reject_reason
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1810_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1810,2026-01-02,2026-01-03 02:10:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1815_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1815,2026-01-02,2026-01-03 02:15:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1820_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1820,2026-01-02,2026-01-03 02:20:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1825_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1825,2026-01-02,2026-01-03 02:25:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1830_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1830,2026-01-02,2026-01-03 02:30:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1835_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1835,2026-01-02,2026-01-03 02:35:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1840_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1840,2026-01-02,2026-01-03 02:40:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1845_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1845,2026-01-02,2026-01-03 02:45:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1850_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1850,2026-01-02,2026-01-03 02:50:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1855_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1855,2026-01-02,2026-01-03 02:55:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1900_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1900,2026-01-02,2026-01-03 03:00:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1905_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1905,2026-01-02,2026-01-03 03:05:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1910_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1910,2026-01-02,2026-01-03 03:10:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1915_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1915,2026-01-02,2026-01-03 03:15:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1920_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1920,2026-01-02,2026-01-03 03:20:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1925_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1925,2026-01-02,2026-01-03 03:25:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1930_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1930,2026-01-02,2026-01-03 03:30:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1935_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1935,2026-01-02,2026-01-03 03:35:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1940_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1940,2026-01-02,2026-01-03 03:40:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1945_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1945,2026-01-02,2026-01-03 03:45:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1950_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1950,2026-01-02,2026-01-03 03:50:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_1955_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_1955,2026-01-02,2026-01-03 03:55:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_2000_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_2000,2026-01-02,2026-01-03 04:00:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_2005_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_2005,2026-01-02,2026-01-03 04:05:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_2010_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_2010,2026-01-02,2026-01-03 04:10:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_2015_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_2015,2026-01-02,2026-01-03 04:15:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_2020_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_2020,2026-01-02,2026-01-03 04:20:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_2025_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_2025,2026-01-02,2026-01-03 04:25:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_2030_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_2030,2026-01-02,2026-01-03 04:30:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_2035_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_2035,2026-01-02,2026-01-03 04:35:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
pilot_2026_01_02_limit2_auto_tz_2026-01-02_2040_theme_001,pilot_2026_01_02_limit2_auto_tz,pilot_2026_01_02_limit2_auto_tz_2026-01-02_2040,2026-01-02,2026-01-03 04:40:00,pilot_2026_01_02_limit2_auto_tz_path_001,"[""A"", ""AA""]",2,"[""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]",0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,"{""version"": ""v1"", ""weights"": {""return_corr_graph"": 0.25, ""dtw_return_similarity_graph"": 0.2, ""flow_alignment_graph"": 0.2, ""dtw_trade_flow_similarity_graph"": 0.2, ""volume_expansion_graph"": 0.075, ""large_trade_alignment_graph"": 0.075}, ""consensus_score"": 0.4, ""source_layers"": [""dtw_return_similarity_graph"", ""dtw_trade_flow_similarity_graph""]}",keep,
